TS,HR Raw,Smile,Raise Brow,Clench,Normalized HR,Pleasure,Arousal
2019.04.01.21.13.54,151,0.711593624,0.396152427,0.38508967,0.684615385,0.713162823,0.753158956
2019.04.01.21.13.54,148,0.711593624,0.396152427,0.38508967,0.684615385,0.713162823,0.753158956
2019.04.01.21.13.55,148,0.117186425,0.454866438,0.194971286,0.646153846,0.276245039,0.582785006
2019.04.01.21.13.55,143,0.117186425,0.454866438,0.194971286,0.646153846,0.276245039,0.582785006
2019.04.01.21.13.56,143,0.557248831,0.526036003,0.793600085,0.761538462,0.674345483,0.854247225
2019.04.01.21.13.56,158,0.557248831,0.526036003,0.793600085,0.761538462,0.674345483,0.854247225
2019.04.01.21.13.57,158,0.772912491,0.475001942,0.509763558,0.830769231,0.80566914,0.901624149
2019.04.01.21.13.57,167,0.772912491,0.475001942,0.509763558,0.830769231,0.80566914,0.901624149
2019.04.01.21.13.58,167,0.86979103,0.686051203,0.712352383,0.930769231,0.934847925,1.047493107
2019.04.01.21.13.58,180,0.86979103,0.686051203,0.712352383,0.930769231,0.934847925,1.047493107
2019.04.01.21.13.59,180,0.644180198,0.691160163,0.658989536,0.707692308,0.72747957,0.827569717
2019.04.01.21.13.59,151,0.644180198,0.691160163,0.658989536,0.707692308,0.72747957,0.827569717
2019.04.01.21.14.00,151,0.95706166,0.35867042,0.389571276,0.630769231,0.870921178,0.758791988
2019.04.01.21.14.00,141,0.95706166,0.35867042,0.389571276,0.630769231,0.870921178,0.758791988
2019.04.01.21.14.01,141,0.065780416,0.294415324,0.306797776,0.738461538,0.253859909,0.642463436
2019.04.01.21.14.01,155,0.065780416,0.294415324,0.306797776,0.738461538,0.253859909,0.642463436
2019.04.01.21.14.02,155,0.292615787,0.256442237,0.1035918,0.9,0.420834455,0.774706151
2019.04.01.21.14.02,176,0.292615787,0.256442237,0.1035918,0.9,0.420834455,0.774706151
2019.04.01.21.14.03,176,0.066726658,0.363823818,0.310133252,0.823076923,0.278719752,0.713555394
2019.04.01.21.14.03,166,0.066726658,0.363823818,0.310133252,0.823076923,0.278719752,0.713555394
2019.04.01.21.14.04,166,0.644785013,0.024125116,0.824485778,0.938461538,0.723902906,0.958888535
2019.04.01.21.14.04,181,0.644785013,0.024125116,0.824485778,0.938461538,0.723902906,0.958888535
2019.04.01.21.14.05,181,0.64584726,0.885371572,0.067967697,0.976923077,0.742811624,0.960594071
2019.04.01.21.14.05,186,0.64584726,0.885371572,0.067967697,0.976923077,0.742811624,0.960594071
2019.04.01.21.14.06,186,0.341100455,0.312272121,0.497332064,0.907692308,0.501269198,0.854816343
2019.04.01.21.14.06,177,0.341100455,0.312272121,0.497332064,0.907692308,0.501269198,0.854816343
2019.04.01.21.14.07,177,0.159569683,0.070798978,0.506860966,0.661538462,0.301772465,0.611176825
2019.04.01.21.14.07,145,0.159569683,0.070798978,0.506860966,0.661538462,0.301772465,0.611176825
2019.04.01.21.14.08,145,0.73693834,0.261766512,0.589844405,0.692307692,0.739479468,0.781271749
2019.04.01.21.14.08,149,0.73693834,0.261766512,0.589844405,0.692307692,0.739479468,0.781271749
2019.04.01.21.14.09,149,0.417897716,0.305180388,0.821224714,0.707692308,0.546707373,0.76805052
2019.04.01.21.14.09,151,0.417897716,0.305180388,0.821224714,0.707692308,0.546707373,0.76805052
2019.04.01.21.14.10,151,0.616528946,0.458792784,0.246342368,0.815384615,0.665160701,0.817674884
2019.04.01.21.14.10,165,0.616528946,0.458792784,0.246342368,0.815384615,0.665160701,0.817674884
2019.04.01.21.14.11,165,0.496394918,0.098232871,0.763924938,0.761538462,0.585999916,0.794844857
2019.04.01.21.14.11,158,0.496394918,0.098232871,0.763924938,0.761538462,0.585999916,0.794844857
2019.04.01.21.14.12,158,0.702349369,0.313834347,0.044519865,0.930769231,0.713633826,0.876608211
2019.04.01.21.14.12,180,0.702349369,0.313834347,0.044519865,0.930769231,0.713633826,0.876608211
2019.04.01.21.14.13,180,0.717455796,0.451504076,0.934984485,0.907692308,0.822406375,1.00965847
2019.04.01.21.14.13,177,0.717455796,0.451504076,0.934984485,0.907692308,0.822406375,1.00965847
2019.04.01.21.14.14,177,0.44645079,0.834140868,0.93263966,0.638461538,0.616885914,0.791446348
2019.04.01.21.14.14,142,0.44645079,0.834140868,0.93263966,0.638461538,0.616885914,0.791446348
2019.04.01.21.14.15,142,0.063199581,0.626999217,0.332376699,0.8,0.300177298,0.725196343
2019.04.01.21.14.15,163,0.063199581,0.626999217,0.332376699,0.8,0.300177298,0.725196343
2019.04.01.21.14.16,163,0.880387556,0.874130524,0.81333984,0.946153846,0.974249095,1.095106924
