TS,HR Raw,Smile,Raise Brow,Clench,Normalized HR,Pleasure,Arousal
2019.04.01.15.42.22,80,0.479909652,0.194692534,0.013502664,0.161538462,0.437054934,0.210108718
2019.04.01.15.42.23,78,0.479909652,0.194692534,0.013502664,0.146153846,0.433978011,0.198570256
2019.04.01.15.42.23,78,0.589937259,0.515610404,0.734149428,0.146153846,0.62615656,0.381853605
2019.04.01.15.42.24,92,0.589937259,0.515610404,0.734149428,0.253846154,0.647695021,0.462622836
2019.04.01.15.42.24,92,0.640176099,0.942495278,0.471751422,0.253846154,0.70433478,0.513663994
2019.04.01.15.42.25,93,0.640176099,0.942495278,0.471751422,0.261538462,0.705873241,0.519433225
2019.04.01.15.42.25,93,0.620540337,0.190595814,0.638609411,0.261538462,0.631660484,0.392118454
2019.04.01.15.42.26,70,0.620540337,0.190595814,0.638609411,0.084615385,0.596275869,0.259426147
2019.04.01.15.42.26,70,0.923749096,0.575600537,0.805845461,0.084615385,0.894066954,0.391833375
2019.04.01.15.42.27,88,0.923749096,0.575600537,0.805845461,0.223076923,0.921759261,0.495679528
2019.04.01.15.42.27,88,0.400088406,0.009765311,0.147443399,0.223076923,0.38040698,0.231386105
2019.04.01.15.42.28,98,0.400088406,0.009765311,0.147443399,0.3,0.395791596,0.289078413
2019.04.01.15.42.28,98,0.193244017,0.875039721,0.926852945,0.3,0.39478448,0.558360288
2019.04.01.15.42.29,88,0.193244017,0.875039721,0.926852945,0.223076923,0.379399865,0.50066798
2019.04.01.15.42.29,88,0.627191397,0.513515834,0.787598316,0.223076923,0.676479917,0.450869746
2019.04.01.15.42.30,96,0.627191397,0.513515834,0.787598316,0.284615385,0.68878761,0.497023592
2019.04.01.15.42.30,96,0.812226283,0.328872937,0.950074301,0.284615385,0.834598827,0.502969899
2019.04.01.15.42.31,75,0.812226283,0.328872937,0.950074301,0.123076923,0.802291135,0.381816053
2019.04.01.15.42.31,75,0.031162078,0.009882695,0.737700258,0.123076923,0.124303343,0.208055478
2019.04.01.15.42.32,63,0.031162078,0.009882695,0.737700258,0.030769231,0.105841804,0.138824709
2019.04.01.15.42.32,63,0.340149908,0.399867368,0.704021638,0.030769231,0.388662673,0.242668633
2019.04.01.15.42.33,62,0.340149908,0.399867368,0.704021638,0.023076923,0.387124212,0.236899402
2019.04.01.15.42.33,62,0.601554729,0.354095851,0.603068843,0.023076923,0.581575637,0.238742662
2019.04.01.15.42.34,65,0.601554729,0.354095851,0.603068843,0.046153846,0.586191022,0.256050354
2019.04.01.15.42.34,65,0.338613849,0.956427078,0.598565686,0.046153846,0.435621125,0.349547038
2019.04.01.15.42.35,65,0.338613849,0.956427078,0.598565686,0.046153846,0.435621125,0.349547038
2019.04.01.15.42.35,65,0.272234994,0.331249858,0.42136168,0.046153846,0.302279919,0.191293108
2019.04.01.15.42.36,67,0.272234994,0.331249858,0.42136168,0.061538462,0.305356842,0.202831569
2019.04.01.15.42.36,67,0.725714709,0.006574689,0.021392747,0.061538462,0.595676203,0.123249167
2019.04.01.15.42.37,99,0.725714709,0.006574689,0.021392747,0.307692308,0.644906973,0.307864552
2019.04.01.15.42.37,99,0.440824204,0.742073102,0.899443857,0.307692308,0.578349521,0.55818285
2019.04.01.15.42.38,96,0.440824204,0.742073102,0.899443857,0.284615385,0.573734136,0.540875158
2019.04.01.15.42.38,96,0.757972414,0.078394756,0.209361271,0.284615385,0.692076611,0.336341922
2019.04.01.15.42.39,71,0.757972414,0.078394756,0.209361271,0.092307692,0.653615072,0.192111153
2019.04.01.15.42.39,71,0.026063675,0.401203618,0.494907847,0.092307692,0.128923625,0.226314037
2019.04.01.15.42.40,100,0.026063675,0.401203618,0.494907847,0.315384615,0.173539009,0.39362173
2019.04.01.15.42.40,100,0.001864109,0.304014695,0.426260086,0.315384615,0.137595689,0.361466824
2019.04.01.15.42.41,64,0.001864109,0.304014695,0.426260086,0.038461538,0.082211073,0.153774517
2019.04.01.15.42.41,64,0.722741809,0.199119554,0.620744155,0.038461538,0.667872125,0.234055869
2019.04.01.15.42.42,75,0.722741809,0.199119554,0.620744155,0.123076923,0.684795202,0.297517407
2019.04.01.15.42.42,75,0.672574427,0.40251933,0.764544794,0.123076923,0.679381339,0.35475072
2019.04.01.15.42.43,75,0.672574427,0.40251933,0.764544794,0.123076923,0.679381339,0.35475072
2019.04.01.15.42.43,75,0.762782907,0.225502192,0.295119623,0.123076923,0.686903892,0.257954365
2019.04.01.15.42.44,98,0.762782907,0.225502192,0.295119623,0.3,0.722288507,0.390646673
2019.04.01.15.42.44,98,0.248795613,0.874223647,0.764609404,0.3,0.422919795,0.539415701
2019.04.01.15.42.45,70,0.248795613,0.874223647,0.764609404,0.084615385,0.379842872,0.37787724
2019.04.01.15.42.45,70,0.664283482,0.775522319,0.084354662,0.084615385,0.63433756,0.29764755
2019.04.01.15.42.46,74,0.664283482,0.775522319,0.084354662,0.115384615,0.640491407,0.320724473
2019.04.01.15.42.46,74,0.360589124,0.860609575,0.113883505,0.115384615,0.40899753,0.311801815
2019.04.01.15.42.47,69,0.360589124,0.860609575,0.113883505,0.076923077,0.401305223,0.282955661
2019.04.01.15.42.47,69,0.78801684,0.655344958,0.990944874,0.076923077,0.81042707,0.416204714
2019.04.01.15.42.48,64,0.78801684,0.655344958,0.990944874,0.038461538,0.802734763,0.387358561
2019.04.01.15.42.48,64,0.800445593,0.861675297,0.200966643,0.038461538,0.754312976,0.311370769
2019.04.01.15.42.49,64,0.800445593,0.861675297,0.200966643,0.038461538,0.754312976,0.311370769
2019.04.01.15.42.49,64,0.361872091,0.131587564,0.057419617,0.038461538,0.316090698,0.099963818
2019.04.01.15.42.50,61,0.361872091,0.131587564,0.057419617,0.015384615,0.311475314,0.082656126
2019.04.01.15.42.50,61,0.112480196,0.028689378,0.692643889,0.015384615,0.165194406,0.13242094
2019.04.01.15.42.51,78,0.112480196,0.028689378,0.692643889,0.146153846,0.191348253,0.230497863
2019.04.01.15.42.51,78,0.972509553,0.146659844,0.554774774,0.146153846,0.877381873,0.319414525
2019.04.01.15.42.52,74,0.972509553,0.146659844,0.554774774,0.115384615,0.871228027,0.296337602
2019.04.01.15.42.52,74,0.744635868,0.819206643,0.585916399,0.115384615,0.759297921,0.412730837
2019.04.01.15.42.53,73,0.744635868,0.819206643,0.585916399,0.107692308,0.75775946,0.406961606
2019.04.01.15.42.53,73,0.841492703,0.673361481,0.128022773,0.107692308,0.774871049,0.318794213
2019.04.01.15.42.54,74,0.841492703,0.673361481,0.128022773,0.115384615,0.77640951,0.324563444
2019.04.01.15.42.54,74,0.237144028,0.381090461,0.281186615,0.115384615,0.279019853,0.228648949
2019.04.01.15.42.55,98,0.237144028,0.381090461,0.281186615,0.3,0.31594293,0.367110487
2019.04.01.15.42.55,98,0.424910349,0.199858129,0.1253489,0.3,0.432448982,0.326264996
2019.04.01.15.42.56,83,0.424910349,0.199858129,0.1253489,0.184615385,0.409372059,0.239726534
2019.04.01.15.42.56,83,0.993056331,0.596610802,0.787046233,0.184615385,0.969733846,0.475146267
2019.04.01.15.42.57,86,0.993056331,0.596610802,0.787046233,0.207692308,0.97434923,0.492453959
2019.04.01.15.42.57,86,0.602659183,0.21052594,0.767022983,0.207692308,0.6214207,0.373193785
